Date,open,high,low,close,adj_close,volume,dividend,split
1999-11-01,136.5,137,135.5625,135.5625,85.8606847176409,4006500,0,1
1999-11-02,135.968704,137.25,134.593704,134.593704,85.2470822249773,6516900,0,1
1999-11-03,136,136.375,135.125,135.5,85.8210993397167,7222300,0,1
1999-11-04,136.75,137.359299,135.765594,136.531204,86.4742289406283,7907500,0,1
1999-11-05,138.625,139.109299,136.781204,137.875,87.3253437008372,7431500,0,1
1999-11-08,137,138.375,136.75,138,87.4045144566857,4649200,0,1
1999-11-09,138.5,138.6875,136.281204,136.703094,86.5830982304106,4533700,0,1
1999-11-10,136.25,138.390594,136.078094,137.718704,87.2263511211885,6405600,0,1
1999-11-11,138.1875,138.5,137.468704,138.5,87.7211974800795,4794100,0,1
1999-11-12,139.25,139.984299,137.125,139.75,88.5129050385639,11802900,0,1
1999-11-15,139.843704,140.25,139.406204,140.078094,88.7207086383186,2187500,0,1
1999-11-16,140.5625,143,140.093704,141.25,89.4629541087453,7544800,0,1
1999-11-17,142.25,142.9375,141.3125,141.625,89.7004663762906,9459000,0,1
1999-11-18,142.4375,143,141.625,142.625,90.3338324230782,4491000,0,1
1999-11-19,142.406204,142.968704,142,142.5,90.2546616672298,4832100,0,1
1999-11-22,142.4375,143,141.5,142.468704,90.2348398434295,4155400,0,1
1999-11-23,142.843704,142.843704,140.375,141.218704,89.443132284945,5918000,0,1
1999-11-24,140.75,142.4375,140,141.968704,89.9181568200357,4459700,0,1
1999-11-26,142.468704,142.875,141.25,141.4375,89.581710242518,1693900,0,1
1999-11-29,140.875,141.921799,140.4375,140.9375,89.2650272191242,7348600,0,1
1999-11-30,140.75,142.3125,139,139.281204,88.2159855692941,7682000,0,1
1999-12-01,139.3125,140.5,139,140.406204,88.9285223719301,6980200,0,1
1999-12-02,140.625,141.375,140.375,141.25,89.4629541087453,6698300,0,1
1999-12-03,143.031204,145.343704,143.031204,143.843704,91.1057181577624,10045400,0,1
1999-12-06,143.531204,143.718704,142.25,142.781204,90.4327667330506,3138900,0,1
